id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
50,Visit the Clarks Store,Hook & Loop,B09317LDZ1,Date First Available: \n15 Feb. 2021\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB09317LDZ1\n\n\nDepartment: \nUnisex Baby,1 centimetres,Flat,Leather,Clarks Childrens Casual Hook and Loop Strap Shoes Tiny Sky T - Navy Leather - UK Size 4.5H - EU Size 20.5 - US Size 5XW,Smooth Leather,32.99,Large,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
51,Visit the Sorel Store,Pull-On,B001ATIMEQ,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n33.02 x 30.48 x 15.24 cm; 816.47 Grams\n\n\nDate First Available: \n18 July 2013\n\n\nManufacturer: \nSorel\n\n\nASIN: \nB001ATM67K\n\n\nItem model number: \n1123511281\n\n\nDepartment: \nUnisex Adult,3 centimetres,Flat,Manmade,"Sorel Children's Unisex Winter Boots, Youth Caribou",Leather,62.66,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
52,Lumberjack,Lace-Up,B07KYGB2LY,Package Dimensions: \n31.75 x 23.62 x 11.43 cm; 1.02 Kilograms\n\n\nDate First Available: \n4 Dec. 2018\n\n\nManufacturer: \nLumberjack\n\n\nASIN: \nB07KYFDZNJ\n\n\nItem model number: \nSW01305-008P25\n\n\nDepartment: \nWomen,5 centimetres,Wedge,Textile,lumberjack Women's Raul Gymnastics Shoes,Leather,51.2,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
53,New Rock,Pull On,B01IRHFY44,Item Weight: \n2.8 Kilograms\n\n\nDate First Available: \n20 July 2016\n\n\nManufacturer: \nNew Rock\n\n\nASIN: \nB01IRHFUWU\n\n\nItem model number: \nM.7605-S20-41\n\n\nDepartment: \nMen,4.4 centimetres,Flat,Leather,New Rock Neobiker M-7605-s20 Unisex Platform Boots,Leather,126,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
54,Visit the Clarks Store,Lace-Up,B07MLSVLDK,Product Dimensions: \n32 x 21 x 12 cm; 880 Grams\n\n\nDate First Available: \n9 Jan. 2019\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB07MLSVLDK\n\n\nItem model number: \n261452927\n\n\nDepartment: \nMen,0.5 centimetres,Flat,Textile,Clarks Men's Bampton Wing Brogues,Leather,29.5,Schmal,rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
55,ZHIZIHUA,"Slip-On, These Slip on Trainer For Women Suitable for any Daily Used, Such as Long-time Standing work, walking, casual, floor shoes, Nursing, Travel, Driving, Dance, Dance Shoes, Athletic, Workout.",B0992836DH,Date First Available: \n9 July 2021\n\n\nManufacturer: \nZHIZIHUA\n\n\nASIN: \nB09929MRG9\n\n\nItem model number: \ncomfortable shoes work\n\n\nDepartment: \nWomen,1.5 centimetres,walking women lightweight shoes women lady lightweight shoe black trainers womens slip resistant shoe fashion sneaker fast walking shoes slow man womens walking shoes,"Synthetic, The Size Mark On The shoes Is Chinese Size Number. We suggest you select the appropriate size according to your foot length.","Women's Canvas Trainers Lace Up Sneakers,Ladies Plimsolls Ladies Lightweight Walking Shoes Fashion Flats Shoes Outdoor Casual Travel Shoe","Canves,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",10.64,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
56,Visit the HROYL Store,Buckle,B07XCW29CL,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n21.8 x 7.8 x 10.5 cm; 350 Grams\n\n\nDate First Available: \n10 Feb. 2020\n\n\nASIN: \nB07MFNQCH2\n\n\nItem model number: \nES213/2324\n\n\nDepartment: \nWomen,4 centimetres,Louis Heel,Manmade,"HROYL Women/Girls' Professional Dance Shoes Salsa Ballroom Latin American Dance Shoes,213",Satin,24.99,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
57,SHUTUP.DANCE,Buckle,B08N68X5SW,Item Weight: \n907.18 Grams\n\n\nDate First Available: \n11 Nov. 2020\n\n\nASIN: \nB08N65WN56\n\n\nDepartment: \nWomen,6 centimetres,Kitten,Down,Womens Latin Dance Shoes Kitten Heel Tango Cha-cha Ballroom Salsa T-bar,Fabric,23.7,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
58,Marco Tozzi,Lace-Up,B07SDPKHKN,Package Dimensions: \n31.19 x 21.78 x 10.28 cm; 870 Grams\n\n\nDate First Available: \n25 May 2019\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB07S9F7ZSY\n\n\nItem model number: \n2-2-23700-34\n\n\nDepartment: \nWomen,4 centimetres,Flat,Textile,MARCO TOZZI Women's 2-2-23700-34 Low-Top Sneakers,Canvas,15.59,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
59,Visit the adidas Store,Lace-Up,B08Q3BG9TS,Product Dimensions: \n33.5 x 21 x 13.5 cm; 298 Grams\n\n\nDate First Available: \n5 Dec. 2020\n\n\nManufacturer: \nadidas\n\n\nASIN: \nB08PQJVQ5D\n\n\nItem model number: \nFY0304\n\n\nDepartment: \nWomen,32 mm,No Heel,Canvas,adidas Women's Solar Boost 21 W Running Shoe,Canvas,98.18,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
60,Berkemann,Lace-Up,B07WLGBLT3,Package Dimensions: \n34.6 x 20.8 x 12 cm; 800 Grams\n\n\nDate First Available: \n2 Jun. 2020\n\n\nManufacturer: \nBerkemann\n\n\nASIN: \nB07WLGBLT3\n\n\nItem model number: \n5116\n\n\nDepartment: \nWomen,4.2 centimetres,Wedge,Leather,"Berkemann Women's SWEA Low-Top Sneakers, Red (Signalrot 275), 7 UK",Leather,128.15,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
61,Visit the Camper Store,Lace-Up,B08R7WTD4T,Package Dimensions: \n27.9 x 17.9 x 12.7 cm; 640 Grams\n\n\nDate First Available: \n23 Dec. 2020\n\n\nManufacturer: \nCamper\n\n\nASIN: \nB08R7VSP7Q\n\n\nItem model number: \nK201291-002\n\n\nDepartment: \nWomen,1.6 centimetres,Flat,No information,Camper Women's Peu Cami Sneaker,smooth_leather,96.56,Medium,Thermoplastic Elastomers,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
62,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",B09B38LN38,Date First Available: \n23 July 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB09B38LN38\n\n\nItem model number: \nwhite sneaker\n\n\nDepartment: \nWomen,3.5 centimetres,"Kitten Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fi","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.",Women Lightweight Walking Shoes Ladies Wedge Mesh Lace Up Sneakers Mesh Go Running Trainers Low Top Breathable Athletic Walk Gym Shoes,"Mesh,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",13.98,Medium,"【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
63,Visit the ara Store,Lace-Up,B07VZJXRBR,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n1 x 1 x 1 cm; 720 Grams\n\n\nDate First Available: \n31 July 2019\n\n\nManufacturer: \nara\n\n\nASIN: \nB07VZJXRBR\n\n\nItem model number: \n1218402\n\n\nDepartment: \nWomen,2 centimetres,Wedge,Textile,ARA Women's Neaple Sneaker,Leather,43.33,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
64,Marco Tozzi,Schnellschnürung,B084CH81JV,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n30.6 x 21.4 x 10.4 cm; 880 Grams\n\n\nDate First Available: \n1 Feb. 2020\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB084CHTVLL\n\n\nItem model number: \n2-2-83700-25\n\n\nDepartment: \nWomen,4 centimetres,no paragraph,Material mix of textile and synthetic,MARCO TOZZI Women's Guido Maria Kretschmer 2-2-83700-25 Leder Sneaker,Leather,19.48,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
65,Think!,Lace-Up,B07W988358,Package Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n10 Aug. 2019\n\n\nManufacturer: \nTHINK!\n\n\nASIN: \nB07W4W21ML\n\n\nItem model number: \n0686622\n\n\nDepartment: \nMen,1.5 centimetres,Flat,Leather,Think! Men's 686622_Lait Moccasin,Suede,71.53,Medium,Light rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
66,Visit the Zizor Store,Pull On,B08CR31VPB,Package Dimensions: \n28.4 x 23.39 x 10.49 cm; 449 Grams\n\n\nDate First Available: \n10 July 2020\n\n\nASIN: \nB08CRM19V7\n\n\nDepartment: \nMen,0.1 millimetres,Flat,Textile,"ZIZOR Men's Cozy Memory Foam Slippers with Plush Fleece Lined, Knit Anti-Slip Indoor Outdoor Rubber Sole with Unilateral Elastic Bandage",Velvet,27.99,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
67,Visit the Kickers Store,Hook & Loop,B07FL3Y95K,Package Dimensions: \n17.3 x 15 x 7.9 cm; 310 Grams\n\n\nDate First Available: \n31 July 2018\n\n\nManufacturer: \nKickers\n\n\nASIN: \nB06XGVT7JR\n\n\nItem model number: \n349496-30-10\n\n\nDepartment: \nBoy,4 centimetres,Flat,Leather,Kickers Men's Platino Open Toe Sandals,Leather,33.11,Moyen,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
68,Visit the Gola Store,Lace-Up,B07X32K594,Package Dimensions: \n30.6 x 19.4 x 11 cm; 860 Grams\n\n\nDate First Available: \n10 Sept. 2019\n\n\nManufacturer: \nGola\n\n\nASIN: \nB07X23RK2K\n\n\nItem model number: \nCLA156\n\n\nDepartment: \nWomen,1.9 centimetres,Flat,Manmade,Gola Women's Harrier Mirror Trainers,Leather,52.87,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
69,Visit the Tommy Hilfiger Store,Lace-Up,B01MRPZXHJ,Date First Available: \n21 Feb. 2017\n\n\nManufacturer: \nTommy Hilfiger\n\n\nASIN: \nB01MTT67BW\n\n\nItem model number: \nFW0FW00965\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Textile,Tommy Hilfiger Women's T1285ina 10a1 Low-Top Sneakers,Synthetic,110.29,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
70,Berkemann,Schnellschnürung,B084BF2JNY,Package Dimensions: \n31.8 x 18.8 x 12.2 cm; 800 Grams\n\n\nDate First Available: \n1 Feb. 2020\n\n\nManufacturer: \nBerkemann\n\n\nASIN: \nB084BF7X38\n\n\nItem model number: \n05003-901\n\n\nDepartment: \nWomen,2.7 centimetres,Wedge,Manmade,Berkemann Women's Destina Sneaker,Smooth Leather,26.02,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
71,SHUTUP.DANCE,Buckle,B0998FWZX7,Item Weight: \n907.18 Grams\n\n\nDate First Available: \n13 July 2021\n\n\nASIN: \nB09981V8RD\n\n\nDepartment: \nWomen,3 inches,Kitten,Fur,Womens Peep Toe Dance Rhinestones Latin Shoes Ballroom Social Practice Salsa Cha-cha Custom Heel Soft Sole Tango Light Wight Ankle Strap,Lint,35.5,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
72,Marco Tozzi,Lace-Up,B07S7CWNQK,Package Dimensions: \n31.2 x 21.8 x 10.4 cm; 860 Grams\n\n\nDate First Available: \n25 May 2019\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB07S7CWNQK\n\n\nItem model number: \n2-2-23753-34\n\n\nDepartment: \nWomen,4 centimetres,Flat,Textile,MARCO TOZZI Women's 2-2-23753-34 Low-Top Sneakers,Synthetic,26.48,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
73,Lloyd,Lace-Up,B07M5F2DD4,Package Dimensions: \n29.36 x 17.52 x 10.56 cm; 1.34 Kilograms\n\n\nDate First Available: \n21 Dec. 2018\n\n\nManufacturer: \nLLOYD\n\n\nASIN: \nB07M8W56JV\n\n\nItem model number: \n19-242-0\n\n\nDepartment: \nMen,2 centimetres,Block,Leather,Lloyd Men's Monte Derbys,Leather,79.36,Normal,Leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
74,ASICS,Lace-Up,B00GY04T6G,Product Dimensions: \n27.94 x 10.16 x 17.78 cm; 311.84 Grams\n\n\nDate First Available: \n30 Sept. 2014\n\n\nManufacturer: \nAsics\n\n\nASIN: \nB00GY04YMK\n\n\nItem model number: \nGEL-1150V-W\n\n\nDepartment: \nWomen,1.25 inches,low-heel,rubber,Asics B457Y Women's GEL-1150V Volleyball Shoes,Faux Leather,56.63,Medium,Faux Leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
75,Diamant,Button,B078HQFLR5,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 17.5 x 9 cm; 800 Grams\n\n\nDate First Available: \n20 Dec. 2017\n\n\nASIN: \nB078HQFLR5\n\n\nItem model number: \n141-087-254\n\n\nDepartment: \nPatent/Nubuck,6.5 centimetres,Flare,Textile,"Diamant Ladies Dance Shoes 141-087-084 - Patent/Nubuk Black - 6,5 cm Flare [UK 8]",42,71.97,normal,Suede leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
76,Visit the Geox Store,Zip,B08PKZT6KV,Package Dimensions: \n30 x 20.5 x 11 cm; 195 Grams\n\n\nDate First Available: \n3 Dec. 2020\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB08PKS3JCG\n\n\nItem model number: \nD166HC00454\n\n\nDepartment: \nWomen,2.5,Flat,Canvas,Geox Women's D Blomiee C Sneaker,Synthetic,75,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
77,New Rock,Side Zip,B003B3N79O,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n47.8 x 37.8 x 14.6 cm; 1.13 Kilograms\n\n\nDate First Available: \n7 Mar. 2010\n\n\nManufacturer: \nNew Rock\n\n\nASIN: \nB003B3N79O\n\n\nItem model number: \n236-S1\n\n\nDepartment: \nMen,7.5 inches,NORMAL,Fabric,New Rock Men's 236-S1 Boot,Leather,185.46,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
78,Visit the Pikolinos Store,Lace-Up,B08HS2KRDW,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n34.4 x 20.7 x 12.4 cm; 1.03 Kilograms\n\n\nDate First Available: \n30 Sept. 2020\n\n\nManufacturer: \nPikolinos\n\n\nASIN: \nB08HS2DV94\n\n\nItem model number: \nNAVAS M7T-6049 BRANDY\n\n\nD,3 centimetres,Flat,Leather,Pikolinos Leather Casual lace-ups Navas M7T,100% CALFSKIN LEATHER,47,Medium,100% SYNTHETIC,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
79,Marco Tozzi,Schnellschnürung,B084CMDS4X,Package Dimensions: \n31 x 21.6 x 10.6 cm; 800 Grams\n\n\nDate First Available: \n1 Feb. 2020\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB084CM3NSN\n\n\nItem model number: \n2-2-23773-25\n\n\nDepartment: \nWomen,4 centimetres,no paragraph,Textile,MARCO TOZZI Women's Earth Edition 2-2-23773-25 Sneaker,Synthetic,28.84,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
80,Visit the Vans Store,Lace-Up,B00K5OLZ6Y,Package Dimensions: \n30 x 15 x 10 cm; 300 Grams\n\n\nDate First Available: \n24 Nov. 2014\n\n\nManufacturer: \nVans\n\n\nASIN: \nB00KUQJ7HQ\n\n\nItem model number: \nVvowdw9\n\n\nDepartment: \nWomen,2 centimetres,Flat,Shearling,"Vans Milton, Women's Sneakers",Leather,54.67,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
81,Visit the Alexis Leroy Store,Pull On,B0828V6MJX,Package Dimensions: \n27.8 x 12.4 x 3.4 cm; 460 Grams\n\n\nDate First Available: \n3 Dec. 2019\n\n\nASIN: \nB0828S5285\n\n\nItem model number: \nALMS094\n\n\nDepartment: \nMen,2 centimetres,Flat,Textile,Alexis Leroy Men's Canvas Slip on Flat Espadrilles,Synthetic,16.58,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
82,Tama,Lace-Up,B07VLGZBVH,Package Dimensions: \n29 x 22.4 x 10.6 cm; 730 Grams\n\n\nDate First Available: \n31 July 2019\n\n\nManufacturer: \nTMA\n\n\nASIN: \nB07VMMHV7C\n\n\nItem model number: \n8818\n\n\nDepartment: \nWomen,3 centimetres,Block,Leather,Tama TMA 8818 Women's Fashion Low Shoes Real Leather White 36-42,Smooth Leather,45.66,normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
83,ELAPHURUS,Velcro,B08W1YJLVQ,Package Dimensions: \n26.4 x 23.6 x 8 cm; 420 Grams\n\n\nDate First Available: \n29 Jan. 2021\n\n\nASIN: \nB08W1YJLVQ\n\n\nDepartment: \nUnisex Kids,2 centimetres,Flat,Mesh,"Kids Sandals Boys Outdoor Hiking Sports Sandal Girls Pool Beach Shoes Walking Shoes Childrens Summer Sneakers，3.5 UK, A6 Bl Ack Grey",Synthetic,18.69,Normal,"With multi texture and non-marking rubber outsole, the sandal is durable, non-slip, increased traction and durability.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
84,Jamron,Lace-Up + Velcro Strap,B0827KK3MZ,Product Dimensions: \n27 x 9 x 20 cm; 800 Grams\n\n\nDate First Available: \n2 Dec. 2019\n\n\nASIN: \nB0827KS35V\n\n\nDepartment: \nWomen,9 centimetres,Wedge,Cotton Mesh,Jamron Women's Goth Punk High/Low Top Platform Chunky Trainers Lace Up Wedgel Heel Sneakers,Microfiber Leather,41.9,Normal,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
85,Visit the Kickers Store,Lace-Up,B006TRTF2W,Batteries: \n1 Product Specific batteries required.\n\n\nIs Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 19.99 x 10.01 cm; 898.11 Grams\n\n\nDate First Available: \n11 Feb. 2011\n\n\nManufacturer: \nKickers\n\n\nASIN: \nB0027CSFQK\n\,2 centimetres,Flat,Leather,Kickers Unisex Youth Kick Hi Classic Boots,Leather,40.49,Normal,Manmade,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
86,ZCQFFF,Lace-Up,B09BNN1XGS,Date First Available: \n2 Aug. 2021\n\n\nManufacturer: \nZCQFFF\n\n\nASIN: \nB09BNLD422\n\n\nManufacturer reference: \n9872434259337ZCQFFF\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Textile,"Printed Sneakers,Mandala, red, Heart, Romantic,Casual Running Shoes,Low-Top Sneakers,Jogging Shoes,Suitable for Outdoor Daily Street Walking, Sports, Exercise",Synthetic,32.6,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
87,Visit the Havaianas Store,Slip On,B004QV145E,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n23 x 19.8 x 2.87 cm; 204.12 Grams\n\n\nDate First Available: \n19 Sept. 2012\n\n\nManufacturer: \nHavaianas\n\n\nASIN: \nB003QTTGFM\n\n\nItem model number: \n4001280\n\n\nDepartment: \nMen,2 centimetres,Flat,Unlined,Havaianas Men's Tradicional Flip Flops,Rubber,15.6,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
88,Conguitos,Pull-On,B08YRWX1MV,Package Dimensions: \n30 x 16 x 12 cm; 600 Grams\n\n\nDate First Available: \n12 Mar. 2021\n\n\nManufacturer: \nConguitos\n\n\nASIN: \nB08YRVW8MW\n\n\nItem model number: \nLI554236_0037_28\n\n\nDepartment: \nGirl,1.5 centimetres,Flat,Manmade,Conguitos Girl's Australia Oxford Boot,Synthetic,31.11,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
89,Visit the Playshoes Store,Pull-On,B073P7RD69,Package Dimensions: \n18 x 14.4 x 8.8 cm; 480 Grams\n\n\nDate First Available: \n22 Feb. 2018\n\n\nManufacturer: \nPlayshoes\n\n\nASIN: \nB073P7RD69\n\n\nItem model number: \n189329\n\n\nDepartment: \nUnisex Kids,0.5 centimetres,Block,Fabric,Playshoes Boy's Unisex Kids Lined Rain Boot Wellies Classic Wellington Rubber Child,Rubber,15.83,Regular,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
90,VICTORIA,Lace-Up,B00C1EVE44,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n23.88 x 17.02 x 9.14 cm; 294.83 Grams\n\n\nDate First Available: \n21 Nov. 2016\n\n\nManufacturer: \nVictoria\n\n\nASIN: \nB00C1EVCLY\n\n\nItem model number: \n106627-12-24\n\n\nDepartment: ,1.5 centimetres,Flat,Textile,"victoria Inglesa Lona Tintada Punt, Unisex Kids Low",Canvas,23.57,Normale,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
91,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",B09C1R7XQ8,Date First Available: \n6 Aug. 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB09C1T9CTK\n\n\nItem model number: \ntall ladies wellies\n\n\nDepartment: \nWomen,2.5 centimetres,"Western Heel，Suitable for Daily, Street, Clubwear, Party, Casual , Hip hop, Music Festivals, Outdoor, Workout, Fitness, Running, Jogging, Date and etc.","【Occasion】good for working,holiday, shopping, daily wearing and as gift.Matching dess, jeans and short skirts are all good choices.",Women Knee High Boots Cowboy Knee Boots Warm Zip Platform Long Boots Women's Vintage Splicing Round Toe Plus Velvet Zip Up Short Naked Boots Shoes,"PU，Fine workmanship, these boots are designed to outlast many summers to come with their high quality composition. Boots sole absorbs sweat and provide great slip resistance.",20.78,Medium,【Rubber】Each shoe is designed with quality materials to provide maximum comfort and durability while retaining style. Idea gift for yourself and your friends.,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
92,Visit the Lico Store,Hook & Loop,B08C7Y8RPD,Package Dimensions: \n60 x 45 x 35 cm; 2 Kilograms\n\n\nDate First Available: \n3 July 2020\n\n\nManufacturer: \nLico\n\n\nASIN: \nB08C7XGM7L\n\n\nItem model number: \n590429\n\n\nDepartment: \nGirl,3 centimetres,Flat,Textile,Lico Girl's Bangor V,Synthetic,21.5,Schmal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
93,Visit the Geox Store,Lace-Up,B07DK4F1J1,Batteries: \n1 Product Specific batteries required.\n\n\nIs Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n25.81 x 18.8 x 10.01 cm; 730.28 Grams\n\n\nDate First Available: \n8 Sept. 2018\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB07DT2CSJ4\n\n,3 centimetres,Flat,Mesh,Geox Men's J Android Boy a Low-Top Sneakers Child,Synthetic,22.14,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
94,IvyH,Pull On,B08NWY49T8,Is Discontinued By Manufacturer: \nNo\n\n\nDate First Available: \n7 Nov. 2020\n\n\nASIN: \nB08MZRXJYQ\n\n\nManufacturer reference: \nH1-JJ-MX0201\n\n\nDepartment: \nUnisex Kids,1.5 centimetres,Flat,Manmade,"Kids Slippers, Toddler Bootie Shoes Cute Plush Sheep Slippers Winter Warm House Shoes for Baby Toddler Boys Girls",Synthetic,11.99,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
95,Birkenstock,Slip On,B08HY7PCKY,Package Dimensions: \n32.49 x 30.89 x 11.99 cm; 400 Grams\n\n\nDate First Available: \n16 Oct. 2020\n\n\nManufacturer: \nBirkenstock\n\n\nASIN: \nB08KGRZ9XR\n\n\nItem model number: \nBK1018392\n\n\nDepartment: \nGirl,2 centimetres,Flat,EVA,Birkenstock Girl's Derry Sandal,Ethylene Vinyl Acetate,29.83,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
